id,date,amount,category
5067,2023-01-19,166.95,Home & Garden
5068,2023-08-05,230.24,Groceries
5069,2023-12-11,127.77,Clothing
5070,2023-08-09,318.33,Clothing
5071,2023-02-11,442.24,Clothing
5072,2023-10-03,264.84,Books
5073,2023-09-16,90.32,Electronics
5074,2023-10-26,133.65,Clothing
5075,2023-02-19,158.61,Groceries
5076,2023-09-08,211.59,Books
5077,2023-06-07,451.89,Electronics
5078,2023-10-05,205.3,Home & Garden
5079,2023-07-29,69.43,Electronics
5080,2023-12-12,193.95,Groceries
5081,2023-03-20,387.95,Home & Garden
5082,2023-03-28,134.86,Electronics
5083,2023-07-27,277.03,Clothing
5084,2023-08-31,319.09,Home & Garden
5085,2023-11-07,432.95,Home & Garden
5086,2023-10-08,445.89,Home & Garden
5087,2023-11-22,183.61,Clothing
5088,2023-08-24,460.59,Home & Garden
5089,2023-01-07,394.11,Home & Garden
5090,2023-03-03,202.7,Clothing
5091,2023-02-11,442.52,Clothing
5092,2023-07-08,50.01,Electronics
5093,2023-04-18,116.97,Books
5094,2023-06-25,251.82,Home & Garden
5095,2023-05-21,91.75,Electronics
5096,2023-10-29,102.27,Electronics
5097,2023-02-07,247.06,Electronics
5098,2023-12-05,383.66,Books
5099,2023-07-20,117.03,Clothing
5100,2023-11-06,443.45,Electronics
5101,2023-02-10,342.73,Home & Garden
5102,2023-09-14,458.22,Groceries
5103,2023-10-16,490.58,Home & Garden
5104,2023-09-02,175.48,Books
5105,2023-01-21,323.27,Electronics
5106,2023-09-07,387.31,Groceries
5107,2023-09-29,407.2,Home & Garden
5108,2023-10-07,455.87,Electronics
5109,2023-02-24,56.42,Clothing
5110,2023-12-31,209.39,Home & Garden
5111,2023-12-10,263.96,Electronics
5112,2023-01-10,261.83,Groceries
5113,2023-04-20,201.25,Home & Garden
5114,2023-12-28,484.81,Books
5115,2023-03-12,75.42,Books
5116,2023-06-13,402.93,Electronics
5117,2023-07-31,173.92,Clothing
5118,2023-11-18,222.34,Clothing
5119,2023-10-17,113.3,Clothing
5120,2023-04-12,334.52,Groceries
5121,2023-12-20,165.94,Home & Garden
5122,2023-05-12,172.53,Clothing
5123,2023-12-09,309.63,Groceries
5124,2023-12-24,181.99,Electronics
5125,2023-05-03,494.05,Home & Garden
5126,2023-06-28,492.58,Books
5127,2023-01-04,360.45,Clothing
5128,2023-11-30,120.72,Electronics
5129,2023-12-02,290.97,Home & Garden
5130,2023-01-31,74.15,Books
5131,2023-05-18,246.38,Groceries
5132,2023-09-25,80.95,Groceries
5133,2023-06-03,228.3,Clothing
5134,2023-08-29,432.61,Home & Garden
5135,2023-09-10,67.63,Electronics
5136,2023-11-10,380.9,Electronics
5137,2023-03-15,355.39,Electronics
5138,2023-11-15,482.29,Clothing
5139,2023-04-07,174.62,Clothing
5140,2023-07-23,234.41,Clothing
5141,2023-06-13,213.04,Clothing
5142,2023-07-04,125.44,Groceries
5143,2023-07-14,327.56,Home & Garden
5144,2023-04-07,437.8,Electronics
5145,2023-04-03,468.35,Books
5146,2023-04-11,370.08,Electronics
5147,2023-09-06,280.46,Groceries
5148,2023-03-16,383.47,Books
5149,2023-12-22,441.97,Clothing
5150,2023-10-13,127.35,Clothing
5151,2023-07-09,382.88,Electronics
5152,2023-02-11,496.46,Groceries
5153,2023-07-11,221.72,Books
5154,2023-06-07,492.9,Electronics
5155,2023-12-20,147.39,Groceries
5156,2023-09-11,172.72,Groceries
5157,2023-02-05,175.3,Books
5158,2023-08-23,321.65,Books
5159,2023-07-28,424.96,Books
5160,2023-03-26,498.21,Home & Garden
5161,2023-02-03,412.72,Groceries
5162,2023-05-12,217.15,Clothing
5163,2023-12-18,122.17,Books
5164,2023-08-26,450.6,Home & Garden
5165,2023-04-11,354.47,Books
5166,2023-12-11,114.07,Home & Garden
5167,2023-07-10,199.59,Home & Garden
5168,2023-01-26,327.63,Clothing
5169,2023-12-12,255.71,Books
5170,2023-10-21,202.78,Groceries
5171,2023-07-22,268.2,Home & Garden
5172,2023-08-13,393.92,Groceries
5173,2023-07-15,425.18,Books
5174,2023-05-08,287.48,Home & Garden
5175,2023-07-11,113.06,Home & Garden
5176,2023-08-02,425.12,Groceries
5177,2023-03-19,257.22,Electronics
5178,2023-04-07,454.59,Electronics
5179,2023-04-17,442.86,Electronics
5180,2023-01-06,117.67,Electronics
5181,2023-10-05,209.84,Groceries
5182,2023-06-18,188.05,Electronics
5183,2023-05-22,479.05,Home & Garden
5184,2023-01-28,304.62,Groceries
5185,2023-02-04,492.03,Books
5186,2023-02-25,214.12,Electronics
5187,2023-09-07,448.16,Groceries
5188,2023-02-14,460.17,Clothing
5189,2023-08-20,469.08,Electronics
5190,2023-06-26,212.75,Clothing
5191,2023-11-04,188.47,Home & Garden
5192,2023-11-12,82.73,Groceries
5193,2023-01-18,330.06,Electronics
5194,2023-12-19,81.92,Electronics
5195,2023-08-13,302.73,Clothing
5196,2023-09-25,195.83,Groceries
5197,2023-07-18,75.27,Electronics
5198,2023-07-30,475.04,Groceries
5199,2023-10-17,429.61,Books
5200,2023-02-21,395.84,Electronics
5201,2023-11-22,424.23,Clothing
5202,2023-03-23,235.75,Clothing
5203,2023-09-24,157.96,Books
5204,2023-07-24,126.88,Electronics
5205,2023-02-11,364.64,Books
5206,2023-09-17,403.07,Clothing
5207,2023-08-21,106.51,Groceries
5208,2023-08-15,480.63,Home & Garden
5209,2023-12-17,319.85,Electronics
5210,2023-05-15,384.5,Groceries
5211,2023-11-17,141.64,Home & Garden
5212,2023-01-05,374.81,Home & Garden
5213,2023-05-13,53.27,Groceries
5214,2023-03-05,317.98,Home & Garden
5215,2023-08-25,413.59,Books
5216,2023-12-09,72.27,Electronics
5217,2023-10-06,216.59,Home & Garden
5218,2023-03-29,116.32,Books
5219,2023-11-02,361.4,Groceries
5220,2023-10-10,354.51,Groceries
5221,2023-04-29,224.52,Electronics
5222,2023-11-09,227.4,Groceries
5223,2023-05-20,244.37,Home & Garden
5224,2023-01-13,480.82,Clothing
5225,2023-01-03,178.94,Groceries
5226,2023-04-02,391.47,Books
5227,2023-07-24,413.25,Books
5228,2023-04-28,257.11,Books
5229,2023-05-02,349.88,Books
5230,2023-05-02,371.13,Clothing
5231,2023-08-22,305.87,Home & Garden
5232,2023-02-05,187.07,Groceries
5233,2023-05-09,289.8,Electronics
5234,2023-11-14,131.65,Clothing
5235,2023-03-19,308.92,Clothing
5236,2023-04-12,429.93,Clothing
5237,2023-01-11,114.87,Groceries
5238,2023-10-03,236.37,Home & Garden
5239,2023-08-25,177.79,Clothing
5240,2023-06-05,170.64,Groceries
5241,2023-09-23,201.44,Home & Garden
5242,2023-04-23,141.84,Clothing
5243,2023-09-26,269.09,Electronics
5244,2023-08-28,89.86,Groceries
5245,2023-08-19,446.07,Home & Garden
5246,2023-04-13,322.46,Books
5247,2023-03-11,456.92,Books
5248,2023-12-09,119.16,Clothing
5249,2023-03-04,398.46,Home & Garden
5250,2023-01-13,449.9,Clothing
5251,2023-03-08,194.21,Home & Garden
5252,2023-03-01,422.78,Electronics
5253,2023-01-25,462.38,Home & Garden
5254,2023-12-29,365.37,Electronics
5255,2023-08-10,199.05,Books
5256,2023-05-13,317.59,Electronics
5257,2023-10-29,305.24,Groceries
5258,2023-07-19,314.62,Groceries
5259,2023-03-14,279.36,Groceries
5260,2023-03-28,284.19,Groceries
5261,2023-12-29,126.76,Clothing
5262,2023-03-21,354.37,Groceries
5263,2023-10-04,208.77,Books
5264,2023-02-18,321.44,Clothing
5265,2023-03-29,184.39,Groceries
5266,2023-11-19,367.16,Groceries
5267,2023-02-18,318.8,Books
5268,2023-08-07,376.02,Home & Garden
5269,2023-05-20,386.92,Electronics
5270,2023-06-02,376.91,Groceries
5271,2023-06-03,442.62,Clothing
5272,2023-01-23,482.89,Home & Garden
5273,2023-11-07,260.57,Electronics
5274,2023-11-04,172.4,Home & Garden
5275,2023-06-12,276.06,Electronics
5276,2023-06-07,88.31,Clothing
5277,2023-05-21,202.9,Clothing
5278,2023-10-28,191.47,Groceries
5279,2023-11-11,317.22,Electronics
5280,2023-10-04,197.66,Groceries
5281,2023-11-16,354.48,Electronics
5282,2023-12-20,270.35,Groceries
5283,2023-03-17,453.1,Electronics
5284,2023-10-30,105.47,Electronics
5285,2023-12-17,54.58,Clothing
5286,2023-04-21,262.39,Home & Garden
5287,2023-09-06,167.56,Home & Garden
5288,2023-09-25,240.9,Books
5289,2023-12-18,492.51,Home & Garden
5290,2023-10-18,469.45,Clothing
5291,2023-10-25,213.65,Clothing
5292,2023-05-30,359.68,Electronics
5293,2023-07-22,200.35,Clothing
5294,2023-04-02,235.26,Books
5295,2023-03-23,76.26,Groceries
5296,2023-11-10,107.94,Groceries
5297,2023-07-09,395.07,Home & Garden
5298,2023-05-28,488.06,Electronics
5299,2023-09-07,396.59,Home & Garden
5300,2023-01-08,462.47,Clothing
5301,2023-11-10,189.55,Electronics
5302,2023-05-25,218.36,Groceries
5303,2023-11-23,75.72,Books
5304,2023-06-18,75.86,Clothing
5305,2023-07-10,478.82,Groceries
5306,2023-07-14,147.05,Books
5307,2023-01-11,151.95,Books
5308,2023-10-25,170.8,Electronics
5309,2023-03-16,189.53,Clothing
5310,2023-11-27,272.22,Electronics
5311,2023-06-09,231.45,Home & Garden
5312,2023-03-23,73.09,Books
5313,2023-12-22,181.23,Groceries
5314,2023-03-03,263.61,Groceries
5315,2023-12-04,426.3,Home & Garden
5316,2023-10-09,489.36,Electronics
5317,2023-07-02,108.07,Home & Garden
5318,2023-09-08,188.14,Electronics
5319,2023-06-26,69.11,Home & Garden
5320,2023-04-03,128.47,Home & Garden
5321,2023-09-30,373.8,Clothing
5322,2023-08-29,419.92,Clothing
5323,2023-07-20,83.8,Clothing
5324,2023-05-04,380.59,Electronics
5325,2023-06-26,239.28,Groceries
5326,2023-06-18,229.23,Electronics
5327,2023-11-18,493.96,Groceries
5328,2023-06-24,214.94,Electronics
5329,2023-08-12,95.22,Electronics
5330,2023-10-06,134.27,Clothing
5331,2023-07-12,332.06,Home & Garden
5332,2023-07-24,380.46,Home & Garden
5333,2023-06-18,326.41,Electronics
5334,2023-09-06,390.23,Books
5335,2023-06-09,275.96,Books
5336,2023-03-02,335.32,Home & Garden
5337,2023-10-12,51.18,Groceries
5338,2023-05-05,60.71,Clothing
5339,2023-07-05,200.65,Clothing
5340,2023-03-25,170.32,Home & Garden
5341,2023-04-07,235.68,Clothing
5342,2023-04-17,283.87,Electronics
5343,2023-10-27,135.44,Clothing
5344,2023-03-10,445.66,Home & Garden
5345,2023-07-29,247.93,Home & Garden
5346,2023-04-04,271.04,Groceries
5347,2023-01-27,89.31,Electronics
5348,2023-08-06,161.18,Electronics
5349,2023-12-07,407.03,Groceries
5350,2023-10-31,269.2,Clothing
5351,2023-11-10,165.78,Home & Garden
5352,2023-02-11,88.7,Home & Garden
5353,2023-08-15,424.03,Books
5354,2023-06-10,416.31,Books
5355,2023-05-21,233.92,Electronics
5356,2023-03-30,129.37,Home & Garden
5357,2023-04-21,253.94,Books
5358,2023-07-19,179.08,Groceries
5359,2023-10-23,278.98,Home & Garden
5360,2023-10-29,238.69,Clothing
5361,2023-06-11,297.65,Electronics
5362,2023-04-05,340.26,Clothing
5363,2023-03-02,163.7,Books
5364,2023-06-07,245.8,Home & Garden
5365,2023-06-17,293.58,Groceries
5366,2023-11-16,120.27,Home & Garden
5367,2023-05-31,249.34,Home & Garden
5368,2023-08-16,196.29,Electronics
5369,2023-02-23,390.87,Books
5370,2023-07-12,215.18,Clothing
5371,2023-01-27,139.3,Books
5372,2023-03-10,148.36,Home & Garden
5373,2023-02-13,226.5,Groceries
5374,2023-05-18,285.93,Clothing
5375,2023-03-12,281.51,Clothing
5376,2023-01-06,249.93,Groceries
5377,2023-01-02,367.05,Groceries
5378,2023-03-28,234.59,Home & Garden
5379,2023-01-27,108.98,Home & Garden
5380,2023-12-16,115.54,Clothing
5381,2023-05-14,353.33,Clothing
5382,2023-10-28,337.05,Electronics
5383,2023-10-10,364.37,Home & Garden
5384,2023-03-20,138.78,Groceries
5385,2023-12-11,241.68,Groceries
5386,2023-05-17,137.51,Home & Garden
5387,2023-10-03,188.77,Books
5388,2023-11-12,154.41,Groceries
5389,2023-03-17,63.65,Electronics
5390,2023-06-24,266.86,Electronics
5391,2023-10-05,265.66,Books
5392,2023-07-09,224.36,Electronics
5393,2023-02-27,93.86,Home & Garden
5394,2023-02-23,260.83,Books
5395,2023-05-02,307.87,Clothing
5396,2023-12-05,176.32,Home & Garden
5397,2023-06-16,483.09,Groceries
5398,2023-05-13,203.83,Home & Garden
5399,2023-05-06,102.85,Books
5400,2023-08-20,145.06,Electronics
5401,2023-12-14,458.85,Clothing
5402,2023-12-21,279.17,Books
5403,2023-12-11,498.49,Electronics
5404,2023-11-10,490.55,Clothing
5405,2023-11-22,276.5,Clothing
5406,2023-02-14,336.11,Home & Garden
5407,2023-01-14,210.32,Home & Garden
5408,2023-07-27,401.6,Electronics
5409,2023-01-01,276.75,Electronics
5410,2023-04-24,304.04,Books
5411,2023-07-16,345.96,Home & Garden
5412,2023-02-15,316.36,Clothing
5413,2023-05-31,196.28,Books
5414,2023-10-14,161.33,Groceries
5415,2023-02-02,128.79,Books
5416,2023-04-30,398.3,Groceries
5417,2023-04-06,127.02,Groceries
5418,2023-02-15,265.67,Electronics
5419,2023-04-11,198.4,Electronics
5420,2023-07-08,186.09,Electronics
5421,2023-01-20,157.02,Books
5422,2023-04-09,58.6,Groceries
5423,2023-05-26,259.84,Groceries
5424,2023-08-25,151.9,Electronics
5425,2023-09-17,379.76,Books
5426,2023-07-08,498.76,Books
5427,2023-03-07,332.4,Books
5428,2023-05-24,306.37,Electronics
5429,2023-12-28,403.97,Books
5430,2023-09-22,75.34,Books
5431,2023-11-05,236.59,Home & Garden
5432,2023-01-11,214.7,Clothing
5433,2023-02-14,498.73,Groceries
5434,2023-05-21,364.4,Groceries
5435,2023-01-04,368.46,Groceries
5436,2023-10-06,219.02,Books
5437,2023-05-21,419.68,Electronics
5438,2023-06-03,208.41,Clothing
5439,2023-07-01,69.67,Electronics
5440,2023-04-01,199.06,Books
5441,2023-02-10,209.09,Clothing
5442,2023-06-19,381.84,Home & Garden
5443,2023-05-09,451.14,Groceries
5444,2023-07-03,296.98,Books
5445,2023-03-01,126.29,Groceries
5446,2023-08-19,59.6,Home & Garden
5447,2023-06-30,395.08,Home & Garden
5448,2023-06-05,295.22,Clothing
5449,2023-02-10,285.69,Clothing
5450,2023-08-02,356.4,Groceries
5451,2023-01-22,195.54,Groceries
5452,2023-03-18,450.6,Electronics
5453,2023-05-16,101.9,Home & Garden
5454,2023-05-12,140.58,Clothing
5455,2023-01-28,414.56,Electronics
5456,2023-07-05,418.24,Clothing
5457,2023-08-30,68.16,Clothing
5458,2023-12-11,321.79,Groceries
5459,2023-06-27,359.49,Books
5460,2023-06-24,130.92,Electronics
5461,2023-07-21,231.23,Electronics
5462,2023-02-06,337.94,Books
5463,2023-01-09,83.06,Books
5464,2023-06-16,300.36,Electronics
5465,2023-02-15,249.85,Clothing
5466,2023-12-12,220.52,Electronics
5467,2023-06-22,172.77,Electronics
5468,2023-03-31,390.15,Home & Garden
5469,2023-11-17,340.79,Electronics
5470,2023-04-14,312.42,Clothing
5471,2023-11-11,392.04,Clothing
5472,2023-11-23,78.97,Home & Garden
5473,2023-04-14,152.66,Electronics
5474,2023-08-31,254.61,Clothing
5475,2023-01-18,286.18,Clothing
5476,2023-09-25,297.89,Home & Garden
5477,2023-01-18,280.58,Clothing
5478,2023-10-21,219.63,Electronics
5479,2023-04-05,67.83,Books
5480,2023-07-05,439.93,Electronics
5481,2023-07-21,206.73,Clothing
5482,2023-09-26,325.01,Electronics
5483,2023-05-07,333.95,Clothing
5484,2023-10-20,367.42,Electronics
5485,2023-06-10,313.71,Books
5486,2023-04-28,366.15,Books
5487,2023-08-28,444.18,Home & Garden
5488,2023-06-15,492.56,Clothing
5489,2023-07-19,391.19,Home & Garden
5490,2023-08-27,387.4,Books
5491,2023-07-09,451.0,Electronics
5492,2023-01-06,304.37,Electronics
5493,2023-05-26,424.75,Groceries
5494,2023-10-02,373.96,Electronics
5495,2023-01-19,339.09,Groceries
5496,2023-12-04,488.41,Home & Garden
5497,2023-02-03,50.12,Books
5498,2023-05-19,280.83,Books
5499,2023-11-02,300.79,Groceries
5500,2023-01-10,141.25,Groceries
5501,2023-06-04,321.5,Clothing
5502,2023-05-13,152.82,Clothing
5503,2023-12-27,181.18,Books
5504,2023-03-31,487.58,Groceries
5505,2023-04-25,276.08,Home & Garden
5506,2023-08-18,104.54,Books
5507,2023-11-24,415.33,Clothing
5508,2023-12-20,88.05,Home & Garden
5509,2023-10-01,381.5,Clothing
5510,2023-09-10,185.88,Clothing
5511,2023-04-23,430.51,Clothing
5512,2023-01-18,99.12,Groceries
5513,2023-12-25,272.59,Clothing
5514,2023-07-20,82.77,Clothing
5515,2023-04-13,437.71,Electronics
5516,2023-02-28,470.27,Groceries
5517,2023-03-29,368.59,Home & Garden
5518,2023-06-12,439.4,Electronics
5519,2023-08-18,121.22,Books
5520,2023-07-16,255.33,Clothing
5521,2023-05-11,310.4,Electronics
5522,2023-10-09,483.66,Clothing
5523,2023-11-23,315.82,Groceries
5524,2023-05-19,250.67,Groceries
5525,2023-01-20,463.4,Home & Garden
5526,2023-12-02,357.82,Electronics
5527,2023-03-26,465.7,Home & Garden
5528,2023-07-02,80.88,Groceries
5529,2023-10-19,85.85,Groceries
5530,2023-07-19,428.58,Groceries
5531,2023-12-27,422.42,Books
5532,2023-11-13,109.11,Books
5533,2023-02-06,302.78,Clothing
5534,2023-04-24,195.32,Electronics
5535,2023-02-16,182.78,Books
5536,2023-12-23,120.24,Books
5537,2023-03-29,206.54,Home & Garden
5538,2023-06-13,427.51,Books
5539,2023-04-03,444.05,Groceries
5540,2023-01-19,316.27,Books
5541,2023-03-20,235.72,Clothing
5542,2023-08-20,115.51,Books
5543,2023-05-29,116.85,Clothing
5544,2023-02-06,483.47,Electronics
5545,2023-11-25,451.33,Groceries
5546,2023-12-26,481.21,Home & Garden
5547,2023-01-14,292.77,Books
5548,2023-04-18,494.81,Home & Garden
5549,2023-10-05,363.34,Home & Garden
5550,2023-11-12,368.98,Home & Garden
5551,2023-08-28,452.3,Home & Garden
5552,2023-07-09,393.84,Groceries
5553,2023-10-16,383.58,Clothing
5554,2023-01-31,79.71,Electronics
5555,2023-03-15,414.7,Electronics
5556,2023-04-02,149.6,Electronics
5557,2023-11-09,353.07,Groceries
5558,2023-10-07,484.73,Books
5559,2023-12-15,379.81,Home & Garden
5560,2023-11-19,326.72,Books
5561,2023-10-04,118.58,Clothing
5562,2023-12-09,175.72,Groceries
5563,2023-04-07,429.13,Electronics
5564,2023-10-05,479.7,Home & Garden
5565,2023-03-26,180.17,Electronics
5566,2023-12-12,214.01,Groceries
5567,2023-06-25,294.93,Books
5568,2023-03-30,152.65,Electronics
5569,2023-12-06,339.72,Electronics
5570,2023-06-20,119.51,Home & Garden
5571,2023-01-14,136.63,Books
5572,2023-04-02,393.38,Groceries
5573,2023-12-09,120.88,Books
5574,2023-12-14,272.08,Books
5575,2023-05-12,429.84,Electronics
5576,2023-06-11,252.62,Books
5577,2023-10-13,60.77,Home & Garden
5578,2023-12-08,111.85,Electronics
5579,2023-03-08,188.88,Home & Garden
5580,2023-02-08,238.05,Home & Garden
5581,2023-07-29,62.21,Books
5582,2023-03-19,499.95,Electronics
5583,2023-08-22,444.78,Electronics
5584,2023-01-26,173.15,Electronics
5585,2023-02-07,193.05,Electronics
5586,2023-09-28,488.36,Books
5587,2023-11-11,144.55,Home & Garden
5588,2023-12-09,374.9,Clothing
5589,2023-03-10,186.69,Groceries
5590,2023-10-08,285.5,Groceries
5591,2023-08-20,464.85,Home & Garden
5592,2023-06-04,111.85,Groceries
5593,2023-09-08,282.9,Groceries
5594,2023-05-18,423.21,Home & Garden
5595,2023-12-28,65.1,Home & Garden
5596,2023-09-02,402.28,Groceries
5597,2023-07-03,421.63,Home & Garden
5598,2023-11-24,301.64,Home & Garden
5599,2023-03-26,256.46,Electronics
5600,2023-07-18,412.73,Home & Garden
5601,2023-12-15,323.47,Clothing
5602,2023-09-16,293.61,Groceries
5603,2023-06-17,263.72,Clothing
5604,2023-02-27,401.23,Clothing
5605,2023-09-08,303.71,Groceries
5606,2023-05-21,81.1,Home & Garden
5607,2023-11-17,331.56,Electronics
5608,2023-09-13,66.03,Home & Garden
5609,2023-06-01,184.04,Groceries
5610,2023-05-14,111.73,Books
5611,2023-07-03,129.53,Books
5612,2023-07-12,274.57,Groceries
5613,2023-10-19,131.93,Books
5614,2023-01-11,313.9,Books
5615,2023-06-07,97.05,Books
5616,2023-11-16,493.65,Books
5617,2023-11-01,318.24,Books
5618,2023-07-30,313.15,Home & Garden
5619,2023-03-01,249.53,Home & Garden
5620,2023-04-27,246.71,Clothing
5621,2023-06-25,355.91,Books
5622,2023-05-19,80.72,Home & Garden
5623,2023-05-28,233.44,Home & Garden
5624,2023-08-18,274.07,Groceries
5625,2023-03-19,217.25,Books
5626,2023-07-05,436.09,Groceries
5627,2023-02-06,253.32,Books
5628,2023-01-04,444.89,Books
5629,2023-09-04,439.06,Books
5630,2023-11-27,381.57,Clothing
5631,2023-03-26,112.28,Clothing
5632,2023-12-15,65.66,Electronics
5633,2023-03-14,185.88,Groceries
5634,2023-01-09,275.17,Groceries
5635,2023-07-17,364.4,Groceries
5636,2023-08-10,251.54,Groceries
5637,2023-07-28,439.77,Electronics
5638,2023-12-09,212.51,Home & Garden
5639,2023-08-16,137.99,Electronics
5640,2023-02-20,66.29,Groceries
5641,2023-12-22,372.75,Books
5642,2023-03-22,283.18,Groceries
5643,2023-04-28,361.18,Home & Garden
5644,2023-04-07,273.13,Home & Garden
5645,2023-10-31,153.28,Books
5646,2023-01-12,369.35,Clothing
5647,2023-03-24,158.79,Groceries
5648,2023-08-05,272.4,Books
5649,2023-01-25,420.45,Home & Garden
5650,2023-05-09,441.5,Electronics
5651,2023-04-20,235.18,Home & Garden
5652,2023-07-20,187.72,Electronics
5653,2023-03-29,76.68,Groceries
5654,2023-01-02,452.13,Electronics
5655,2023-09-09,394.29,Groceries
5656,2023-12-16,229.69,Groceries
5657,2023-02-17,244.83,Home & Garden
5658,2023-04-13,82.95,Electronics
5659,2023-08-19,415.41,Electronics
5660,2023-08-25,314.48,Books
5661,2023-07-31,309.68,Books
5662,2023-05-06,372.03,Clothing
5663,2023-08-06,433.85,Home & Garden
5664,2023-05-07,52.05,Electronics
5665,2023-08-27,96.3,Groceries
5666,2023-12-08,305.3,Clothing
5667,2023-02-04,223.71,Home & Garden
5668,2023-10-22,129.9,Electronics
5669,2023-08-31,442.85,Books
5670,2023-12-28,480.18,Clothing
5671,2023-11-02,120.72,Groceries
5672,2023-07-31,433.82,Electronics
5673,2023-11-04,156.39,Groceries
5674,2023-10-17,485.01,Groceries
5675,2023-12-08,481.57,Groceries
5676,2023-05-13,305.84,Clothing
5677,2023-08-06,367.68,Electronics
5678,2023-09-01,363.7,Electronics
5679,2023-03-13,348.07,Electronics
5680,2023-05-07,341.16,Electronics
5681,2023-10-20,163.74,Books
5682,2023-02-21,305.16,Books
5683,2023-08-12,386.14,Clothing
5684,2023-03-03,478.8,Home & Garden
5685,2023-07-09,172.64,Home & Garden
5686,2023-07-14,389.53,Books
5687,2023-06-03,140.04,Home & Garden
5688,2023-09-02,495.47,Electronics
5689,2023-06-13,239.99,Electronics
5690,2023-08-11,382.39,Clothing
5691,2023-09-02,149.25,Electronics
5692,2023-06-30,305.39,Electronics
5693,2023-05-18,387.74,Clothing
5694,2023-02-19,388.13,Groceries
5695,2023-07-04,366.31,Electronics
5696,2023-06-07,192.64,Electronics
5697,2023-07-23,246.31,Electronics
5698,2023-07-09,107.0,Home & Garden
5699,2023-09-06,297.45,Electronics
5700,2023-10-17,237.76,Electronics
5701,2023-06-06,63.01,Home & Garden
5702,2023-01-23,145.96,Groceries
5703,2023-03-31,105.84,Clothing
5704,2023-01-18,88.03,Electronics
5705,2023-09-13,66.5,Books
5706,2023-02-03,293.48,Home & Garden
5707,2023-04-08,419.46,Books
5708,2023-03-31,413.06,Home & Garden
5709,2023-01-08,68.91,Clothing
5710,2023-07-12,134.41,Home & Garden
5711,2023-09-26,100.7,Groceries
5712,2023-08-30,165.59,Books
5713,2023-11-24,179.51,Clothing
5714,2023-03-29,132.03,Electronics
5715,2023-02-08,364.64,Groceries
5716,2023-01-03,228.25,Books
5717,2023-03-15,73.96,Home & Garden
5718,2023-07-10,236.23,Groceries
5719,2023-11-03,418.17,Electronics
5720,2023-06-04,174.83,Books
5721,2023-01-13,221.93,Home & Garden
5722,2023-08-30,70.65,Groceries
5723,2023-07-06,79.21,Groceries
5724,2023-09-05,451.72,Electronics
5725,2023-11-23,68.19,Electronics
5726,2023-03-08,301.28,Books
5727,2023-05-05,72.57,Home & Garden
5728,2023-11-02,481.63,Clothing
5729,2023-09-06,113.64,Books
5730,2023-06-29,99.02,Home & Garden
5731,2023-12-03,448.64,Electronics
5732,2023-10-15,174.13,Home & Garden
5733,2023-05-17,224.8,Books
5734,2023-12-28,415.02,Groceries
5735,2023-12-26,280.43,Clothing
5736,2023-06-09,258.52,Clothing
5737,2023-01-19,379.96,Groceries
5738,2023-12-15,403.93,Books
5739,2023-11-18,151.25,Clothing
5740,2023-12-13,355.73,Electronics
5741,2023-04-26,483.85,Groceries
5742,2023-11-28,460.29,Home & Garden
5743,2023-10-19,253.0,Clothing
5744,2023-05-06,100.6,Books
5745,2023-07-02,260.68,Electronics
5746,2023-11-17,379.46,Groceries
5747,2023-09-07,174.17,Home & Garden
5748,2023-03-05,90.14,Groceries
5749,2023-08-05,471.85,Groceries
5750,2023-06-24,117.02,Groceries
5751,2023-04-07,87.28,Books
5752,2023-06-18,289.61,Books
5753,2023-02-28,223.18,Groceries
5754,2023-11-21,444.61,Clothing
5755,2023-02-21,206.89,Books
5756,2023-02-24,170.53,Clothing
5757,2023-02-26,386.46,Clothing
5758,2023-12-05,80.09,Groceries
5759,2023-02-22,445.5,Clothing
5760,2023-04-12,442.4,Clothing
5761,2023-03-08,450.68,Groceries
5762,2023-02-03,415.49,Electronics
5763,2023-10-26,359.39,Groceries
5764,2023-01-07,92.15,Electronics
5765,2023-04-04,245.81,Books
5766,2023-02-02,129.01,Books
5767,2023-12-26,342.16,Electronics
5768,2023-06-15,175.28,Clothing
5769,2023-05-19,481.73,Books
5770,2023-11-18,461.71,Books
5771,2023-11-17,173.37,Clothing
5772,2023-01-04,103.17,Groceries
5773,2023-06-03,410.64,Clothing
5774,2023-07-09,273.95,Electronics
5775,2023-04-15,461.98,Books
5776,2023-07-24,488.19,Clothing
5777,2023-07-15,331.95,Electronics
5778,2023-08-15,475.05,Books
5779,2023-08-08,485.86,Home & Garden
5780,2023-02-19,485.41,Books
5781,2023-01-02,57.28,Books
5782,2023-09-22,99.18,Books
5783,2023-04-13,55.37,Books
5784,2023-04-08,199.13,Home & Garden
5785,2023-12-30,198.95,Clothing
5786,2023-04-06,302.92,Books
5787,2023-06-07,482.93,Groceries
5788,2023-02-18,360.43,Groceries
5789,2023-07-08,244.74,Books
5790,2023-09-10,275.69,Books
5791,2023-07-25,99.05,Clothing
5792,2023-06-06,403.53,Home & Garden
5793,2023-03-22,335.17,Electronics
5794,2023-08-16,216.17,Groceries
5795,2023-03-30,326.21,Home & Garden
5796,2023-10-29,464.68,Clothing
5797,2023-10-02,188.82,Clothing
5798,2023-11-09,479.13,Clothing
5799,2023-06-11,148.97,Clothing
5800,2023-01-09,329.14,Home & Garden
5801,2023-12-01,313.65,Clothing
